SPX Index;;;S5SFTW Index;;;S5PHRM Index;;;S5CPGS Index;;;S5ENRSX Index;;;S5FDBT Index;;;S5TECH Index;;;S5RETL Index;;;S5BANKX Index;;;S5HCES Index;;;S5DIVF Index;;;S5UTILX Index;;;S5MEDA Index;;;S5REAL Index;;;S5TELSX Index;;;S5MATRX Index;;;S5INSU Index;;;S5FDSR Index;;;S5HOUS Index;;;S5SSEQX Index;;;S5TRAN Index;;;S5HOTR Index;;;S5CODU Index;;;S5AUCO Index;;;S5COMS Index;
Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST
11/24/1989;343.97;;11/24/1989;49.8;;11/24/1989;69.91;;11/24/1989;67.41;;11/24/1989;84.01;;11/24/1989;61.72;;11/24/1989;70.57;;11/24/1989;64.93;;11/24/1989;81;;11/24/1989;80.12;;11/24/1989;67.2726;;11/24/1989;98.21;;11/24/1989;77.85;;11/24/1989;#N/A N/A;;11/24/1989;92.8;;11/24/1989;74.84;;11/24/1989;86.17;;11/24/1989;71.64;;11/24/1989;52.57;;11/24/1989;28.62;;11/24/1989;77.89;;11/24/1989;71.69;;11/24/1989;72.89;;11/24/1989;76.14;;11/24/1989;94.51
11/27/1989;345.61;;11/27/1989;49.92;;11/27/1989;69.98;;11/27/1989;68.04;;11/27/1989;85.15;;11/27/1989;61.77;;11/27/1989;70.22;;11/27/1989;65.26;;11/27/1989;81.52;;11/27/1989;81.03;;11/27/1989;67.5756;;11/27/1989;98.48;;11/27/1989;78.05;;11/27/1989;#N/A N/A;;11/27/1989;92.82;;11/27/1989;75.4;;11/27/1989;86.26;;11/27/1989;72.31;;11/27/1989;52.5;;11/27/1989;28.94;;11/27/1989;78.08;;11/27/1989;71.69;;11/27/1989;72.95;;11/27/1989;77.54;;11/27/1989;94.8
11/28/1989;345.77;;11/28/1989;49.75;;11/28/1989;69.69;;11/28/1989;68.5;;11/28/1989;85.84;;11/28/1989;61.75;;11/28/1989;69.58;;11/28/1989;64.98;;11/28/1989;81.42;;11/28/1989;81.22;;11/28/1989;67.5796;;11/28/1989;98.55;;11/28/1989;77.8;;11/28/1989;#N/A N/A;;11/28/1989;92.33;;11/28/1989;75.91;;11/28/1989;86.09;;11/28/1989;72.74;;11/28/1989;52.18;;11/28/1989;28.59;;11/28/1989;78.14;;11/28/1989;71.37;;11/28/1989;72.92;;11/28/1989;78;;11/28/1989;94.69
11/29/1989;343.6;;11/29/1989;49.4;;11/29/1989;69.06;;11/29/1989;68.22;;11/29/1989;85.03;;11/29/1989;61.3;;11/29/1989;69.09;;11/29/1989;64.78;;11/29/1989;80.25;;11/29/1989;80.55;;11/29/1989;66.5297;;11/29/1989;98.75;;11/29/1989;77.01;;11/29/1989;#N/A N/A;;11/29/1989;91.88;;11/29/1989;75.72;;11/29/1989;85.8;;11/29/1989;72.81;;11/29/1989;52.14;;11/29/1989;28.51;;11/29/1989;77.57;;11/29/1989;70.47;;11/29/1989;72.35;;11/29/1989;77.25;;11/29/1989;94.11
11/30/1989;345.99;;11/30/1989;49.94;;11/30/1989;69.59;;11/30/1989;68.5;;11/30/1989;85.84;;11/30/1989;61.93;;11/30/1989;69.44;;11/30/1989;65.34;;11/30/1989;79.27;;11/30/1989;81.47;;11/30/1989;67.2301;;11/30/1989;99.53;;11/30/1989;77.68;;11/30/1989;#N/A N/A;;11/30/1989;93.41;;11/30/1989;75.94;;11/30/1989;86.28;;11/30/1989;73.39;;11/30/1989;52.57;;11/30/1989;28.57;;11/30/1989;77.85;;11/30/1989;71.12;;11/30/1989;72.68;;11/30/1989;77.31;;11/30/1989;94.32
12/1/1989;350.63;;12/1/1989;50.33;;12/1/1989;70.29;;12/1/1989;69.48;;12/1/1989;87.54;;12/1/1989;63.01;;12/1/1989;69.51;;12/1/1989;66.12;;12/1/1989;80.18;;12/1/1989;82.61;;12/1/1989;67.4988;;12/1/1989;100.55;;12/1/1989;78.57;;12/1/1989;#N/A N/A;;12/1/1989;95.25;;12/1/1989;76.83;;12/1/1989;87.42;;12/1/1989;73.61;;12/1/1989;53.4;;12/1/1989;28.87;;12/1/1989;79.28;;12/1/1989;71.99;;12/1/1989;73.04;;12/1/1989;78.35;;12/1/1989;95.92
12/4/1989;351.41;;12/4/1989;50.85;;12/4/1989;70.4;;12/4/1989;69.29;;12/4/1989;88.08;;12/4/1989;63.13;;12/4/1989;70.62;;12/4/1989;66.11;;12/4/1989;79.97;;12/4/1989;83.05;;12/4/1989;66.7933;;12/4/1989;100.66;;12/4/1989;78.27;;12/4/1989;#N/A N/A;;12/4/1989;95.7;;12/4/1989;76.94;;12/4/1989;87.45;;12/4/1989;73.16;;12/4/1989;53.64;;12/4/1989;28.74;;12/4/1989;80.02;;12/4/1989;71.84;;12/4/1989;72.75;;12/4/1989;78.45;;12/4/1989;96.57
12/5/1989;349.58;;12/5/1989;50.47;;12/5/1989;69.9;;12/5/1989;69.2;;12/5/1989;87.76;;12/5/1989;62.32;;12/5/1989;70.5;;12/5/1989;65.52;;12/5/1989;78.71;;12/5/1989;82.94;;12/5/1989;65.8046;;12/5/1989;100.62;;12/5/1989;78.27;;12/5/1989;#N/A N/A;;12/5/1989;94.9;;12/5/1989;76.63;;12/5/1989;86.91;;12/5/1989;72.55;;12/5/1989;53.1;;12/5/1989;28.58;;12/5/1989;80;;12/5/1989;72.41;;12/5/1989;72.92;;12/5/1989;77.95;;12/5/1989;97
12/6/1989;348.55;;12/6/1989;50.16;;12/6/1989;69.99;;12/6/1989;69.07;;12/6/1989;88.29;;12/6/1989;61.71;;12/6/1989;69.84;;12/6/1989;65.26;;12/6/1989;77.2;;12/6/1989;82.37;;12/6/1989;65.4811;;12/6/1989;100.8;;12/6/1989;77.98;;12/6/1989;#N/A N/A;;12/6/1989;94.63;;12/6/1989;76.48;;12/6/1989;86.63;;12/6/1989;71.55;;12/6/1989;52.83;;12/6/1989;28.59;;12/6/1989;79.58;;12/6/1989;72.14;;12/6/1989;72.71;;12/6/1989;78.01;;12/6/1989;96.39
12/7/1989;347.59;;12/7/1989;49.7;;12/7/1989;69.63;;12/7/1989;69.07;;12/7/1989;87.9;;12/7/1989;61.72;;12/7/1989;69.56;;12/7/1989;65.03;;12/7/1989;77.17;;12/7/1989;82.06;;12/7/1989;64.3888;;12/7/1989;100.58;;12/7/1989;77.96;;12/7/1989;#N/A N/A;;12/7/1989;94.39;;12/7/1989;76.59;;12/7/1989;85.75;;12/7/1989;71.09;;12/7/1989;52.47;;12/7/1989;28.47;;12/7/1989;79.16;;12/7/1989;71.99;;12/7/1989;72.37;;12/7/1989;78.13;;12/7/1989;96.28
12/8/1989;348.69;;12/8/1989;49.55;;12/8/1989;69.33;;12/8/1989;69.32;;12/8/1989;88.76;;12/8/1989;62.35;;12/8/1989;68.92;;12/8/1989;64.98;;12/8/1989;77.1;;12/8/1989;82.38;;12/8/1989;63.5381;;12/8/1989;101.25;;12/8/1989;77.91;;12/8/1989;#N/A N/A;;12/8/1989;94.65;;12/8/1989;76.91;;12/8/1989;86.25;;12/8/1989;71.71;;12/8/1989;52.92;;12/8/1989;28.11;;12/8/1989;79.23;;12/8/1989;72.5;;12/8/1989;72.64;;12/8/1989;78.31;;12/8/1989;96.99
12/11/1989;348.56;;12/11/1989;48.71;;12/11/1989;68.78;;12/11/1989;69.23;;12/11/1989;89.64;;12/11/1989;62.59;;12/11/1989;68.02;;12/11/1989;64.82;;12/11/1989;76.91;;12/11/1989;81.79;;12/11/1989;63.4442;;12/11/1989;101.29;;12/11/1989;77.88;;12/11/1989;#N/A N/A;;12/11/1989;95.13;;12/11/1989;76.84;;12/11/1989;86;;12/11/1989;71.95;;12/11/1989;53.03;;12/11/1989;27.58;;12/11/1989;79.08;;12/11/1989;72.08;;12/11/1989;71.95;;12/11/1989;77.86;;12/11/1989;97.15
12/12/1989;351.73;;12/12/1989;48.45;;12/12/1989;68.88;;12/12/1989;69.79;;12/12/1989;92.48;;12/12/1989;63.05;;12/12/1989;68.17;;12/12/1989;64.65;;12/12/1989;76.96;;12/12/1989;82.1;;12/12/1989;63.3561;;12/12/1989;102.41;;12/12/1989;77.3;;12/12/1989;#N/A N/A;;12/12/1989;96.54;;12/12/1989;77.33;;12/12/1989;85.89;;12/12/1989;72.27;;12/12/1989;54.68;;12/12/1989;27.51;;12/12/1989;80.14;;12/12/1989;72.24;;12/12/1989;72.24;;12/12/1989;78.05;;12/12/1989;97.88
12/13/1989;352.75;;12/13/1989;47.92;;12/13/1989;68.93;;12/13/1989;70.05;;12/13/1989;91.92;;12/13/1989;63.32;;12/13/1989;67.73;;12/13/1989;64.88;;12/13/1989;77.12;;12/13/1989;81.59;;12/13/1989;63.378;;12/13/1989;103.25;;12/13/1989;77.45;;12/13/1989;#N/A N/A;;12/13/1989;98.79;;12/13/1989;77.5;;12/13/1989;85.77;;12/13/1989;72.2;;12/13/1989;54.72;;12/13/1989;27.48;;12/13/1989;80.5;;12/13/1989;72.13;;12/13/1989;71.7;;12/13/1989;78.58;;12/13/1989;98.41
12/14/1989;350.93;;12/14/1989;47.81;;12/14/1989;68.86;;12/14/1989;69.88;;12/14/1989;90.69;;12/14/1989;63.04;;12/14/1989;67.05;;12/14/1989;64.49;;12/14/1989;76.18;;12/14/1989;81.24;;12/14/1989;62.9714;;12/14/1989;103.38;;12/14/1989;77.22;;12/14/1989;#N/A N/A;;12/14/1989;98.84;;12/14/1989;77.43;;12/14/1989;85.59;;12/14/1989;71.89;;12/14/1989;54.34;;12/14/1989;27.13;;12/14/1989;79.75;;12/14/1989;71.68;;12/14/1989;71.35;;12/14/1989;77.09;;12/14/1989;97.78
12/15/1989;350.06;;12/15/1989;47.88;;12/15/1989;68.58;;12/15/1989;69.73;;12/15/1989;90.66;;12/15/1989;62.9;;12/15/1989;66.72;;12/15/1989;64.45;;12/15/1989;75.33;;12/15/1989;81.42;;12/15/1989;61.8795;;12/15/1989;103.79;;12/15/1989;76.78;;12/15/1989;#N/A N/A;;12/15/1989;99.25;;12/15/1989;77.43;;12/15/1989;84.06;;12/15/1989;71.82;;12/15/1989;54.2;;12/15/1989;26.94;;12/15/1989;78.9;;12/15/1989;71.76;;12/15/1989;71.32;;12/15/1989;76.46;;12/15/1989;97.56
12/18/1989;343.69;;12/18/1989;47.44;;12/18/1989;67.55;;12/18/1989;68.43;;12/18/1989;89.84;;12/18/1989;61.96;;12/18/1989;65.92;;12/18/1989;63.2;;12/18/1989;72.4;;12/18/1989;79.8;;12/18/1989;58.8135;;12/18/1989;103.14;;12/18/1989;75.16;;12/18/1989;#N/A N/A;;12/18/1989;96.97;;12/18/1989;76.48;;12/18/1989;79.89;;12/18/1989;71.11;;12/18/1989;53.25;;12/18/1989;26.39;;12/18/1989;76.79;;12/18/1989;70.54;;12/18/1989;70.23;;12/18/1989;74.67;;12/18/1989;95.41
12/19/1989;342.46;;12/19/1989;47.77;;12/19/1989;67.44;;12/19/1989;68.39;;12/19/1989;89.83;;12/19/1989;61.52;;12/19/1989;66.8;;12/19/1989;62.65;;12/19/1989;72.02;;12/19/1989;79.68;;12/19/1989;58.3269;;12/19/1989;103.13;;12/19/1989;74.57;;12/19/1989;#N/A N/A;;12/19/1989;96.07;;12/19/1989;76.16;;12/19/1989;79;;12/19/1989;70.53;;12/19/1989;53.23;;12/19/1989;26.79;;12/19/1989;76.36;;12/19/1989;69.69;;12/19/1989;70.49;;12/19/1989;73.39;;12/19/1989;94.73
12/20/1989;342.84;;12/20/1989;48.06;;12/20/1989;67.34;;12/20/1989;68.22;;12/20/1989;90.55;;12/20/1989;61.21;;12/20/1989;66.88;;12/20/1989;62.66;;12/20/1989;74.18;;12/20/1989;79.32;;12/20/1989;59.5977;;12/20/1989;103.28;;12/20/1989;73.65;;12/20/1989;#N/A N/A;;12/20/1989;95.68;;12/20/1989;76.15;;12/20/1989;79.74;;12/20/1989;70.3;;12/20/1989;53.44;;12/20/1989;26.85;;12/20/1989;76.49;;12/20/1989;68.66;;12/20/1989;70.29;;12/20/1989;73.97;;12/20/1989;94.2
12/21/1989;344.78;;12/21/1989;48.64;;12/21/1989;67.71;;12/21/1989;68.55;;12/21/1989;90.86;;12/21/1989;61.25;;12/21/1989;67.34;;12/21/1989;63.05;;12/21/1989;75.69;;12/21/1989;79.75;;12/21/1989;59.7451;;12/21/1989;103.38;;12/21/1989;74.09;;12/21/1989;#N/A N/A;;12/21/1989;96.22;;12/21/1989;76.64;;12/21/1989;80.47;;12/21/1989;70.65;;12/21/1989;53.44;;12/21/1989;27.58;;12/21/1989;77.36;;12/21/1989;69.45;;12/21/1989;70.83;;12/21/1989;75.1;;12/21/1989;94.18
12/22/1989;347.42;;12/22/1989;49.49;;12/22/1989;68.49;;12/22/1989;68.86;;12/22/1989;90.9;;12/22/1989;61.5;;12/22/1989;67.63;;12/22/1989;64.21;;12/22/1989;76.09;;12/22/1989;80.27;;12/22/1989;60.5607;;12/22/1989;103.73;;12/22/1989;74.53;;12/22/1989;#N/A N/A;;12/22/1989;98.4;;12/22/1989;77.06;;12/22/1989;81.04;;12/22/1989;71.13;;12/22/1989;54.33;;12/22/1989;27.81;;12/22/1989;78.3;;12/22/1989;69.62;;12/22/1989;70.96;;12/22/1989;74.96;;12/22/1989;95.59
12/25/1989;347.42;;12/25/1989;49.49;;12/25/1989;68.49;;12/25/1989;68.86;;12/25/1989;90.9;;12/25/1989;61.5;;12/25/1989;67.63;;12/25/1989;64.21;;12/25/1989;76.09;;12/25/1989;80.27;;12/25/1989;60.5607;;12/25/1989;103.73;;12/25/1989;74.53;;12/25/1989;#N/A N/A;;12/25/1989;98.4;;12/25/1989;77.06;;12/25/1989;81.04;;12/25/1989;71.13;;12/25/1989;54.33;;12/25/1989;27.81;;12/25/1989;78.3;;12/25/1989;69.62;;12/25/1989;70.96;;12/25/1989;74.96;;12/25/1989;95.59
12/26/1989;346.81;;12/26/1989;49.68;;12/26/1989;68.18;;12/26/1989;68.86;;12/26/1989;90.95;;12/26/1989;61.26;;12/26/1989;67.16;;12/26/1989;64.13;;12/26/1989;76.29;;12/26/1989;80.33;;12/26/1989;60.8025;;12/26/1989;103.44;;12/26/1989;74.43;;12/26/1989;#N/A N/A;;12/26/1989;97.89;;12/26/1989;76.81;;12/26/1989;80.92;;12/26/1989;71.01;;12/26/1989;54.19;;12/26/1989;27.59;;12/26/1989;78.51;;12/26/1989;69.69;;12/26/1989;70.87;;12/26/1989;75.59;;12/26/1989;95.22
12/27/1989;348.81;;12/27/1989;50.25;;12/27/1989;68.92;;12/27/1989;69.26;;12/27/1989;91.15;;12/27/1989;61.65;;12/27/1989;67.48;;12/27/1989;64.82;;12/27/1989;77.15;;12/27/1989;80.63;;12/27/1989;60.9268;;12/27/1989;103.54;;12/27/1989;74.66;;12/27/1989;#N/A N/A;;12/27/1989;98.13;;12/27/1989;77.48;;12/27/1989;81.39;;12/27/1989;71.72;;12/27/1989;54.47;;12/27/1989;28.06;;12/27/1989;78.95;;12/27/1989;69.31;;12/27/1989;71.55;;12/27/1989;76.21;;12/27/1989;96.34
12/28/1989;350.67;;12/28/1989;49.95;;12/28/1989;69.63;;12/28/1989;69.67;;12/28/1989;91.04;;12/28/1989;62.52;;12/28/1989;67.22;;12/28/1989;65.36;;12/28/1989;77.31;;12/28/1989;81.9;;12/28/1989;61.6409;;12/28/1989;103.57;;12/28/1989;75.47;;12/28/1989;#N/A N/A;;12/28/1989;99;;12/28/1989;77.65;;12/28/1989;81.84;;12/28/1989;72.52;;12/28/1989;55.03;;12/28/1989;28.04;;12/28/1989;79.13;;12/28/1989;69.7;;12/28/1989;71.96;;12/28/1989;76.02;;12/28/1989;97.22
12/29/1989;353.4;;12/29/1989;50.77;;12/29/1989;69.91;;12/29/1989;70.3;;12/29/1989;91.62;;12/29/1989;63.31;;12/29/1989;67.67;;12/29/1989;65.87;;12/29/1989;77.78;;12/29/1989;83.41;;12/29/1989;63.3699;;12/29/1989;103.76;;12/29/1989;76.24;;12/29/1989;#N/A N/A;;12/29/1989;99.89;;12/29/1989;78.08;;12/29/1989;82.54;;12/29/1989;73.41;;12/29/1989;55.81;;12/29/1989;28.39;;12/29/1989;79.54;;12/29/1989;70.41;;12/29/1989;72.49;;12/29/1989;75.95;;12/29/1989;97.84
1/1/1990;353.4;;1/1/1990;50.77;;1/1/1990;69.91;;1/1/1990;70.3;;1/1/1990;91.62;;1/1/1990;63.31;;1/1/1990;67.67;;1/1/1990;65.87;;1/1/1990;77.78;;1/1/1990;83.41;;1/1/1990;63.3699;;1/1/1990;103.76;;1/1/1990;76.24;;1/1/1990;#N/A N/A;;1/1/1990;99.89;;1/1/1990;78.08;;1/1/1990;82.54;;1/1/1990;73.41;;1/1/1990;55.81;;1/1/1990;28.39;;1/1/1990;79.54;;1/1/1990;70.41;;1/1/1990;72.49;;1/1/1990;75.95;;1/1/1990;97.84
1/2/1990;359.69;;1/2/1990;51.84;;1/2/1990;70.96;;1/2/1990;72.02;;1/2/1990;92.03;;1/2/1990;63.85;;1/2/1990;70.35;;1/2/1990;68.38;;1/2/1990;78.75;;1/2/1990;84.51;;1/2/1990;64.4812;;1/2/1990;104.6;;1/2/1990;77.55;;1/2/1990;#N/A N/A;;1/2/1990;101.27;;1/2/1990;79.88;;1/2/1990;84.1;;1/2/1990;74.66;;1/2/1990;56.05;;1/2/1990;29.7;;1/2/1990;81.74;;1/2/1990;70.89;;1/2/1990;74.64;;1/2/1990;79.23;;1/2/1990;99.26
1/3/1990;358.76;;1/3/1990;50.72;;1/3/1990;71.53;;1/3/1990;72.05;;1/3/1990;90.74;;1/3/1990;63.73;;1/3/1990;70.69;;1/3/1990;68.67;;1/3/1990;78.82;;1/3/1990;84.83;;1/3/1990;65.3078;;1/3/1990;103.66;;1/3/1990;76.82;;1/3/1990;#N/A N/A;;1/3/1990;100.47;;1/3/1990;80.17;;1/3/1990;83.89;;1/3/1990;74.22;;1/3/1990;55.94;;1/3/1990;29.49;;1/3/1990;80.98;;1/3/1990;70.45;;1/3/1990;74.36;;1/3/1990;79.13;;1/3/1990;99.42
1/4/1990;355.67;;1/4/1990;50.65;;1/4/1990;71.13;;1/4/1990;71.85;;1/4/1990;89.68;;1/4/1990;62.67;;1/4/1990;71.11;;1/4/1990;68.64;;1/4/1990;78.36;;1/4/1990;83.63;;1/4/1990;64.6765;;1/4/1990;102.09;;1/4/1990;76.45;;1/4/1990;#N/A N/A;;1/4/1990;97.78;;1/4/1990;79.92;;1/4/1990;83.38;;1/4/1990;74;;1/4/1990;55.57;;1/4/1990;29.6;;1/4/1990;80.7;;1/4/1990;68.95;;1/4/1990;74.31;;1/4/1990;78.82;;1/4/1990;98.69
1/5/1990;352.2;;1/5/1990;49.67;;1/5/1990;70.04;;1/5/1990;71.33;;1/5/1990;88.79;;1/5/1990;62.34;;1/5/1990;70.82;;1/5/1990;68.15;;1/5/1990;78.1;;1/5/1990;82.77;;1/5/1990;64.3242;;1/5/1990;100.67;;1/5/1990;75.96;;1/5/1990;#N/A N/A;;1/5/1990;95.64;;1/5/1990;79.59;;1/5/1990;81.87;;1/5/1990;73.52;;1/5/1990;54.52;;1/5/1990;29.19;;1/5/1990;80.02;;1/5/1990;68.04;;1/5/1990;74.1;;1/5/1990;77.99;;1/5/1990;98.87
1/8/1990;353.79;;1/8/1990;49.91;;1/8/1990;70.44;;1/8/1990;71.82;;1/8/1990;89.65;;1/8/1990;62.18;;1/8/1990;71.36;;1/8/1990;68.22;;1/8/1990;78.11;;1/8/1990;83.22;;1/8/1990;64.5606;;1/8/1990;100.5;;1/8/1990;76.11;;1/8/1990;#N/A N/A;;1/8/1990;97.12;;1/8/1990;79.61;;1/8/1990;81.91;;1/8/1990;73.66;;1/8/1990;55.11;;1/8/1990;29.42;;1/8/1990;80.19;;1/8/1990;69.28;;1/8/1990;74.11;;1/8/1990;77.84;;1/8/1990;98.36
1/9/1990;349.62;;1/9/1990;48.62;;1/9/1990;69.57;;1/9/1990;70.94;;1/9/1990;88.61;;1/9/1990;61.44;;1/9/1990;70.89;;1/9/1990;67.12;;1/9/1990;76.6;;1/9/1990;82.74;;1/9/1990;63.4823;;1/9/1990;99.57;;1/9/1990;75.01;;1/9/1990;#N/A N/A;;1/9/1990;95.64;;1/9/1990;78.99;;1/9/1990;81.3;;1/9/1990;72.52;;1/9/1990;54.73;;1/9/1990;29.88;;1/9/1990;79.37;;1/9/1990;68.83;;1/9/1990;73.22;;1/9/1990;77.17;;1/9/1990;96.95
1/10/1990;347.31;;1/10/1990;47.77;;1/10/1990;69.33;;1/10/1990;70.67;;1/10/1990;88.43;;1/10/1990;60.74;;1/10/1990;70.29;;1/10/1990;66.52;;1/10/1990;75.67;;1/10/1990;81.72;;1/10/1990;63.0418;;1/10/1990;100.07;;1/10/1990;74.23;;1/10/1990;#N/A N/A;;1/10/1990;94.04;;1/10/1990;78.77;;1/10/1990;80.67;;1/10/1990;71.99;;1/10/1990;54.73;;1/10/1990;29.3;;1/10/1990;78.57;;1/10/1990;67.71;;1/10/1990;72.81;;1/10/1990;76.88;;1/10/1990;95.95
1/11/1990;348.53;;1/11/1990;47.84;;1/11/1990;69.78;;1/11/1990;70.84;;1/11/1990;89.18;;1/11/1990;60.79;;1/11/1990;70.55;;1/11/1990;66.79;;1/11/1990;76.07;;1/11/1990;81.88;;1/11/1990;63.9767;;1/11/1990;100.36;;1/11/1990;74.28;;1/11/1990;#N/A N/A;;1/11/1990;93.83;;1/11/1990;79.15;;1/11/1990;80.51;;1/11/1990;72.04;;1/11/1990;55.21;;1/11/1990;29.39;;1/11/1990;78.73;;1/11/1990;66.91;;1/11/1990;72.94;;1/11/1990;77.3;;1/11/1990;96.64
1/12/1990;339.93;;1/12/1990;47.08;;1/12/1990;67.96;;1/12/1990;69.15;;1/12/1990;87.3;;1/12/1990;59.4;;1/12/1990;68.88;;1/12/1990;65.13;;1/12/1990;74.02;;1/12/1990;80.1;;1/12/1990;62.4648;;1/12/1990;98.22;;1/12/1990;72.27;;1/12/1990;#N/A N/A;;1/12/1990;91.1;;1/12/1990;77.24;;1/12/1990;79.05;;1/12/1990;70.47;;1/12/1990;53.44;;1/12/1990;28.71;;1/12/1990;76.9;;1/12/1990;65.24;;1/12/1990;70.92;;1/12/1990;74.75;;1/12/1990;93.6
1/15/1990;337;;1/15/1990;46.66;;1/15/1990;67.16;;1/15/1990;68.68;;1/15/1990;87.13;;1/15/1990;58.88;;1/15/1990;68.85;;1/15/1990;64.28;;1/15/1990;72.8;;1/15/1990;79;;1/15/1990;62.017;;1/15/1990;97.87;;1/15/1990;71.44;;1/15/1990;#N/A N/A;;1/15/1990;89.94;;1/15/1990;76.17;;1/15/1990;78.28;;1/15/1990;69.68;;1/15/1990;53.35;;1/15/1990;28.69;;1/15/1990;76.48;;1/15/1990;64.13;;1/15/1990;70.36;;1/15/1990;74.18;;1/15/1990;91.81
1/16/1990;340.75;;1/16/1990;48.39;;1/16/1990;67.72;;1/16/1990;69.28;;1/16/1990;87.49;;1/16/1990;59.94;;1/16/1990;70.76;;1/16/1990;64.75;;1/16/1990;73.62;;1/16/1990;78.99;;1/16/1990;62.2812;;1/16/1990;98.63;;1/16/1990;72.33;;1/16/1990;#N/A N/A;;1/16/1990;91.43;;1/16/1990;76.74;;1/16/1990;78.56;;1/16/1990;69.59;;1/16/1990;53.68;;1/16/1990;29.65;;1/16/1990;77.97;;1/16/1990;64.75;;1/16/1990;70.82;;1/16/1990;76.34;;1/16/1990;92.76
1/17/1990;337.4;;1/17/1990;48.23;;1/17/1990;67.35;;1/17/1990;68.88;;1/17/1990;86.5;;1/17/1990;59.11;;1/17/1990;69.85;;1/17/1990;64.27;;1/17/1990;73.16;;1/17/1990;78.58;;1/17/1990;61.3583;;1/17/1990;98.18;;1/17/1990;71.68;;1/17/1990;#N/A N/A;;1/17/1990;90.15;;1/17/1990;75.66;;1/17/1990;77.74;;1/17/1990;69.17;;1/17/1990;53.37;;1/17/1990;29.34;;1/17/1990;77;;1/17/1990;64.5;;1/17/1990;70.31;;1/17/1990;75.12;;1/17/1990;92.16
1/18/1990;338.19;;1/18/1990;48.46;;1/18/1990;67.91;;1/18/1990;69.28;;1/18/1990;87.11;;1/18/1990;59.18;;1/18/1990;69.4;;1/18/1990;63.96;;1/18/1990;73.12;;1/18/1990;78.99;;1/18/1990;61.1784;;1/18/1990;98.65;;1/18/1990;71.77;;1/18/1990;#N/A N/A;;1/18/1990;90.42;;1/18/1990;75.47;;1/18/1990;77.82;;1/18/1990;69.37;;1/18/1990;53.77;;1/18/1990;28.92;;1/18/1990;77.22;;1/18/1990;64.2;;1/18/1990;70.74;;1/18/1990;75.17;;1/18/1990;91.73
1/19/1990;339.15;;1/19/1990;48.73;;1/19/1990;68.1;;1/19/1990;69.74;;1/19/1990;88.22;;1/19/1990;59.15;;1/19/1990;68.86;;1/19/1990;64.31;;1/19/1990;72.83;;1/19/1990;79.99;;1/19/1990;60.9288;;1/19/1990;98.74;;1/19/1990;72.75;;1/19/1990;#N/A N/A;;1/19/1990;90.93;;1/19/1990;75.2;;1/19/1990;77.84;;1/19/1990;69.37;;1/19/1990;53.69;;1/19/1990;28.74;;1/19/1990;77.79;;1/19/1990;63.84;;1/19/1990;70.12;;1/19/1990;75.46;;1/19/1990;91.01
1/22/1990;330.38;;1/22/1990;47.59;;1/22/1990;66.17;;1/22/1990;68.11;;1/22/1990;85.55;;1/22/1990;57.65;;1/22/1990;67.45;;1/22/1990;62.95;;1/22/1990;70.8;;1/22/1990;78.41;;1/22/1990;59.055;;1/22/1990;97.47;;1/22/1990;70.66;;1/22/1990;#N/A N/A;;1/22/1990;87.95;;1/22/1990;73.08;;1/22/1990;75.84;;1/22/1990;68.2;;1/22/1990;52.11;;1/22/1990;27.73;;1/22/1990;76.16;;1/22/1990;61.94;;1/22/1990;68.28;;1/22/1990;73.38;;1/22/1990;89.09
1/23/1990;331.61;;1/23/1990;47.22;;1/23/1990;66.4;;1/23/1990;68.41;;1/23/1990;85.99;;1/23/1990;57.83;;1/23/1990;68.21;;1/23/1990;63.17;;1/23/1990;70.44;;1/23/1990;77.95;;1/23/1990;59.0764;;1/23/1990;97.89;;1/23/1990;70.39;;1/23/1990;#N/A N/A;;1/23/1990;88.8;;1/23/1990;73.58;;1/23/1990;75.35;;1/23/1990;68.4;;1/23/1990;52.25;;1/23/1990;27.76;;1/23/1990;76.5;;1/23/1990;61.31;;1/23/1990;68.71;;1/23/1990;73.72;;1/23/1990;88.71
1/24/1990;330.26;;1/24/1990;47.69;;1/24/1990;66.35;;1/24/1990;68.23;;1/24/1990;86;;1/24/1990;57.46;;1/24/1990;68.3;;1/24/1990;63.17;;1/24/1990;69.88;;1/24/1990;78.1;;1/24/1990;58.2018;;1/24/1990;97.33;;1/24/1990;69.98;;1/24/1990;#N/A N/A;;1/24/1990;88.76;;1/24/1990;72.95;;1/24/1990;74.88;;1/24/1990;67.89;;1/24/1990;51.68;;1/24/1990;28.28;;1/24/1990;76.24;;1/24/1990;60.23;;1/24/1990;67.82;;1/24/1990;72.19;;1/24/1990;89.07
